Wall time,Step,Value
1701878238.4794357,299,5.63523006439209
1701878245.6727412,949,5.629133701324463
1701878248.7174115,1249,5.6267523765563965
1701878258.0072417,1999,5.619124412536621
1701878259.1629074,2099,5.619137287139893
1701878260.5484087,2249,5.617803573608398
1701878264.6477268,2649,5.612171173095703
1701878266.0430167,2799,5.6131062507629395
1701878273.515568,3549,5.606546878814697
1701878275.1023386,3699,5.602959156036377
1701878286.323073,4649,5.594532489776611
1701878290.2106557,5049,5.59627628326416
1701878291.7377894,5199,5.598175048828125
1701878292.2332804,5249,5.601398468017578
1701878303.4432282,6199,5.6000189781188965
1701878309.844332,6849,5.608118534088135
1701878315.337983,7399,5.603401184082031
1701878317.8280134,7649,5.590224742889404
1701878319.3151112,7799,5.597653388977051
1701878325.1177626,8199,5.591583728790283
1701878330.5647805,8749,5.579925060272217
1701878332.9177272,8999,5.571014404296875
1701878334.04273,9099,5.572535037994385
1701878334.5274165,9149,5.56386137008667
1701878336.540412,9349,5.565056324005127
1701878340.419331,9749,5.543705940246582
1701878345.7379205,10099,5.541569232940674
1701878346.212522,10149,5.5417704582214355
1701878348.6935923,10399,5.5204901695251465
1701878354.1593075,10949,5.505865097045898
1701878357.170796,11249,5.491272449493408
1701878359.6609519,11499,5.479426860809326
1701878368.3852131,12199,5.470796585083008
1701878371.3495483,12499,5.444235324859619
1701878373.871802,12749,5.440412998199463
1701878377.3214786,13099,5.420200347900391
1701878379.344058,13299,5.401367664337158
1701878380.4222684,13399,5.383039951324463
1701878391.016594,14299,5.313208103179932
1701878393.5086129,14549,5.299113750457764
1701878396.5077431,14849,5.258702278137207
1701878398.9951057,15099,5.302446365356445
1701878400.0754497,15199,5.2921648025512695
1701878403.9910185,15599,5.256303310394287
1701878404.4654372,15649,5.273435115814209
1701878411.2870877,16149,5.248483180999756
1701878415.7006705,16599,5.2578349113464355
1701878419.7361932,16999,5.262882709503174
1701878427.7083986,17799,5.245919704437256
1701878429.5702624,17999,5.224419593811035
1701878435.9745932,18449,5.254983425140381
1701878459.0765505,20599,5.246461868286133
1701878459.5280604,20649,5.250298976898193
1701878468.002387,21499,5.233654499053955
1701878469.1105409,21599,5.237430095672607
1701878469.5700147,21649,5.247753620147705
1701878471.0075655,21799,5.225356101989746
1701878475.3574855,22049,5.244765281677246
1701878479.7329507,22499,5.25103759765625
1701878481.2769783,22649,5.202479362487793
1701878481.7356691,22699,5.218611240386963
1701878486.794031,23199,5.262625694274902
1701878496.409185,23999,5.25122594833374
1701878497.5524936,24099,5.220213890075684
1701878506.9069932,25049,5.246921539306641
1701878508.0085702,25149,5.2219438552856445
1701878509.4009984,25299,5.242502212524414
1701878513.436298,25699,5.2410688400268555
1701878516.441882,25999,5.250546455383301
1701878518.5823548,26049,5.220987319946289
1701878520.1260498,26199,5.222968101501465
1701878523.0900536,26499,5.260015487670898
1701878525.6941142,26749,5.258646011352539
1701878530.6530282,27249,5.245914936065674
1701878533.6031833,27549,5.212399005889893
1701878536.587035,27849,5.211636543273926
1701878539.7658534,27999,5.2120256423950195
1701878542.7625456,28299,5.241955757141113
1701878543.8653233,28399,5.243461608886719
1701878545.3005126,28549,5.202396392822266
1701878546.2432697,28649,5.235627174377441
1701878546.8501074,28699,5.227957248687744
1701878549.3020313,28949,5.225452899932861
1701878549.804457,28999,5.2302751541137695
1701878554.1698782,29449,5.2625555992126465
1701878561.9229977,30049,5.250269412994385
1701878564.4283407,30299,5.262786388397217
1701878565.3922112,30399,5.2515668869018555
1701878571.417402,30999,5.295319080352783
1701878574.9194083,31349,5.2684502601623535
1701878575.4086008,31399,5.268152236938477
1701878576.3628466,31499,5.2082109451293945
1701878577.9152546,31649,5.2236151695251465
1701878578.8524885,31749,5.236086845397949
1701878586.3283937,32299,5.250819206237793
1701878587.7321913,32449,5.238333225250244
1701878589.7457387,32649,5.2430009841918945
1701878591.2966309,32799,5.277112007141113
1701878592.6755273,32949,5.273046493530273
1701878594.7267094,33149,5.272134304046631
1701878595.2072184,33199,5.273749351501465
1701878597.2660575,33399,5.268144130706787
1701878599.7463093,33649,5.266499042510986
1701878613.9772584,34899,5.28941535949707
1701878616.054862,35099,5.285996913909912
1701878617.9259465,35299,5.272402763366699
1701878618.508015,35349,5.293240547180176
1701878621.9545798,35699,5.258392333984375
1701878627.7233837,36099,5.287480354309082
1701878629.7461572,36299,5.271150588989258
1701878631.6118536,36499,5.254691123962402
1701878634.126915,36749,5.2911763191223145
1701878636.1847572,36949,5.292614459991455
1701878640.6355743,37399,5.256256580352783
1701878642.550091,37599,5.267104148864746
1701878643.0165894,37649,5.247857570648193
1701878643.6448977,37699,5.243791580200195
1701878644.5846508,37799,5.285987854003906
1701878645.0652769,37849,5.291014194488525
1701878649.431472,38099,5.288469314575195
1701878651.8981643,38349,5.292636394500732
1701878652.832625,38449,5.287740707397461
1701878655.3551397,38699,5.296139240264893
1701878655.839031,38749,5.306129455566406
1701878656.3245606,38799,5.305631637573242
1701878658.3387883,38999,5.286525249481201
1701878660.3557472,39199,5.274098873138428
1701878662.7874675,39449,5.279191493988037
1701878663.300083,39499,5.286886215209961
1701878663.7772996,39549,5.293551445007324
1701878676.4225535,40649,5.288509368896484
1701878678.4358928,40849,5.297809600830078
1701878679.524723,40949,5.288232326507568
1701878681.8494208,41199,5.32926607131958
1701878696.2228193,42449,5.277092933654785
1701878698.5435278,42699,5.280922889709473
1701878699.6324563,42799,5.293080806732178
1701878702.5638964,43099,5.299356460571289
1701878706.514185,43499,5.292229175567627
1701878709.4643865,43799,5.296238422393799
1701878711.4741793,43999,5.3220648765563965
1701878716.2989414,44299,5.329189777374268
1701878717.237534,44399,5.321447849273682
1701878720.1918476,44699,5.321956634521484
1701878721.2716553,44799,5.320155620574951
1701878728.1810985,45499,5.326937198638916
1701878728.637093,45549,5.324304580688477
1701878730.1979198,45699,5.3193359375
1701878734.93029,45999,5.312497615814209
1701878736.5062046,46149,5.330844879150391
1701878741.0359027,46599,5.325037956237793
1701878743.0028164,46799,5.330723285675049
1701878744.4681146,46949,5.322751522064209
1701878744.9257863,46999,5.3257622718811035
1701878749.4789374,47449,5.349287986755371
1701878749.9460206,47499,5.3336405754089355
1701878751.9510472,47699,5.312333106994629
1701878752.8775375,47799,5.323235988616943
1701878753.347711,47849,5.314077377319336
1701878757.25097,48049,5.319456100463867
1701878763.1632261,48649,5.323122501373291
1701878765.1440237,48849,5.3306450843811035
1701878766.1635547,48949,5.319325923919678
1701878767.5951138,49099,5.332157135009766
1701878772.1000311,49549,5.327622890472412
1701878773.6395328,49699,5.316280364990234
1701878778.7934964,50049,5.330962657928467
1701878784.8637803,50649,5.302081108093262
1701878788.3407474,50999,5.286660671234131
1701878796.05488,51649,5.319921493530273
1701878799.0190692,51949,5.341797351837158
1701878801.7321332,52049,5.3471999168396
1701878802.6668699,52149,5.334697246551514
1701878804.6720452,52349,5.335484981536865
1701878806.5505886,52549,5.347488880157471
1701878807.6545055,52649,5.3660688400268555
1701878810.1171067,52899,5.347311019897461
1701878810.5669615,52949,5.3630266189575195
1701878814.8947842,53399,5.3369622230529785
1701878817.983273,53699,5.351258277893066
1701878819.8892133,53899,5.3317084312438965
1701878820.3429055,53949,5.333889484405518
1701878826.7488859,54399,5.327853202819824
1701878829.2190669,54649,5.326760768890381
1701878836.000934,55349,5.349508285522461
1701878848.0847225,56399,5.356131553649902
1701878848.7342033,56449,5.357092380523682
1701878850.579917,56649,5.341805458068848
1701878851.1460538,56699,5.333278656005859
1701878851.6595376,56749,5.352663516998291
1701878860.5384204,57649,5.3554534912109375
1701878867.6942244,58199,5.3476948738098145
1701878868.2560794,58249,5.342170715332031
1701878871.186031,58549,5.345795154571533
1701878872.1119292,58649,5.353902816772461
1701878874.5816262,58899,5.371036052703857
1701878888.6949646,60149,5.376768112182617
1701878889.6158442,60249,5.37718391418457
1701878894.5470667,60749,5.372215270996094
1701878900.0162299,61299,5.391753196716309
1701878901.5494096,61449,5.390293598175049
1701878902.9428465,61599,5.372225761413574
1701878914.0990677,62549,5.3976593017578125
1701878917.1116796,62849,5.3785295486450195
1701878920.6493642,63199,5.3734588623046875
1701878923.5837646,63499,5.392820835113525
1701878928.4334579,63999,5.380519390106201
1701878932.7342572,64249,5.3851237297058105
1701878934.111482,64399,5.398780822753906
1701878938.184045,64799,5.386971473693848
1701878939.5755663,64949,5.395196437835693
1701878941.1157393,65099,5.3838653564453125
1701878942.598699,65249,5.389395713806152
1701878943.111778,65299,5.390469551086426
1701878953.1781528,66149,5.39241361618042
1701878960.6455536,66899,5.393657207489014
1701878968.1129186,67649,5.404233455657959
1701878969.512064,67799,5.4144368171691895
1701878969.9767792,67849,5.416957378387451
1701878971.049346,67949,5.404256820678711
1701878971.5364604,67999,5.4062724113464355
1701878983.6308656,69049,5.426122188568115
1701878986.1049173,69299,5.411856651306152
1701878987.702321,69449,5.401942253112793
1701878989.6752746,69649,5.417863845825195
1701878990.6413903,69749,5.421281337738037
1701878992.6304002,69949,5.411722660064697
1701878995.8727105,70099,5.397006511688232
1701878997.7964694,70299,5.411540508270264
1701879010.2399433,71549,5.416989326477051
1701879010.7009761,71599,5.418381214141846
1701879017.5163412,72099,5.403716564178467
1701879021.3905966,72499,5.4081220626831055
1701879021.8625624,72549,5.40637731552124
1701879023.3904364,72699,5.414156913757324
1701879024.3229444,72799,5.409725189208984
1701879029.324884,73299,5.409121513366699
1701879032.7186663,73649,5.401793003082275
1701879041.4699078,74349,5.42051887512207
1701879041.9313278,74399,5.42358922958374
1701879043.4641552,74549,5.4194159507751465
1701879055.2693453,75749,5.415400505065918
1701879055.7278626,75799,5.41273832321167
1701879056.8201308,75899,5.41842794418335
1701879061.462778,76199,5.41396951675415
1701879065.0200894,76549,5.415355682373047
1701879065.475794,76599,5.416851997375488
1701879069.9881692,77049,5.415613174438477
1701879071.8772779,77249,5.429484844207764
1701879072.951881,77349,5.4372406005859375
1701879074.8232765,77549,5.445516586303711
1701879079.3612475,77999,5.42860746383667
1701879084.1069577,78299,5.422691822052002
1701879084.5681286,78349,5.419890403747559
1701879087.060438,78599,5.430117130279541
1701879090.9764237,78999,5.418763637542725
1701879095.4912212,79449,5.428488731384277
